cohortDefinitionId,baseCount,finalCount,modeId
282130000,0,0,0
282130000,0,0,1
282100010,0,0,0
282100010,0,0,1
282100020,0,0,0
282100020,0,0,1
282101000,0,0,0
282101000,0,0,1
282102000,0,0,0
282102000,0,0,1
282100100,0,0,0
282100100,0,0,1
282100001,0,0,0
282100001,0,0,1
282100002,0,0,0
282100002,0,0,1
281200000,0,0,0
281200000,0,0,1
281210000,0,0,0
281210000,0,0,1
281220000,0,0,0
281220000,0,0,1
281230000,0,0,0
281230000,0,0,1
281200010,0,0,0
281200010,0,0,1
281200020,0,0,0
281200020,0,0,1
281201000,0,0,0
281201000,0,0,1
281202000,0,0,0
281202000,0,0,1
281200100,0,0,0
281200100,0,0,1
281200001,0,0,0
281200001,0,0,1
281200002,0,0,0
281200002,0,0,1
282200000,0,0,0
282200000,0,0,1
282210000,0,0,0
282210000,0,0,1
282220000,0,0,0
282220000,0,0,1
282230000,0,0,0
282230000,0,0,1
282200010,0,0,0
282200010,0,0,1
282200020,0,0,0
282200020,0,0,1
282201000,0,0,0
282201000,0,0,1
282202000,0,0,0
282202000,0,0,1
282200100,0,0,0
282200100,0,0,1
282200001,0,0,0
282200001,0,0,1
282200002,0,0,0
282200002,0,0,1
