cohortDefinitionId,ruleSequence,personCount,gainCount,personTotal,modeId
312100010,5,0,0,0,0
312100010,2,0,0,0,1
312100010,1,0,0,0,1
312100010,6,0,0,0,1
312100010,3,0,0,0,1
312100010,4,0,0,0,1
312100010,0,0,0,0,1
312100010,7,0,0,0,1
312100010,5,0,0,0,1
312100020,2,0,0,0,0
312100020,1,0,0,0,0
312100020,6,0,0,0,0
312100020,3,0,0,0,0
312100020,4,0,0,0,0
312100020,0,0,0,0,0
312100020,7,0,0,0,0
312100020,5,0,0,0,0
312100020,2,0,0,0,1
312100020,1,0,0,0,1
312100020,6,0,0,0,1
312100020,3,0,0,0,1
312100020,4,0,0,0,1
312100020,0,0,0,0,1
312100020,7,0,0,0,1
312100020,5,0,0,0,1
312101000,2,0,0,0,0
312101000,1,0,0,0,0
312101000,6,0,0,0,0
312101000,3,0,0,0,0
312101000,4,0,0,0,0
312101000,0,0,0,0,0
312101000,7,0,0,0,0
312101000,5,0,0,0,0
312101000,2,0,0,0,1
312101000,1,0,0,0,1
312101000,6,0,0,0,1
312101000,3,0,0,0,1
312101000,4,0,0,0,1
312101000,0,0,0,0,1
312101000,7,0,0,0,1
312101000,5,0,0,0,1
312102000,2,0,0,0,0
312102000,1,0,0,0,0
312102000,6,0,0,0,0
312102000,3,0,0,0,0
312102000,4,0,0,0,0
312102000,0,0,0,0,0
312102000,7,0,0,0,0
312102000,5,0,0,0,0
312102000,2,0,0,0,1
312102000,1,0,0,0,1
312102000,6,0,0,0,1
312102000,3,0,0,0,1
312102000,4,0,0,0,1
312102000,0,0,0,0,1
312102000,7,0,0,0,1
312102000,5,0,0,0,1
312100100,2,0,0,0,0
312100100,1,0,0,0,0
312100100,6,0,0,0,0
312100100,3,0,0,0,0
312100100,4,0,0,0,0
312100100,0,0,0,0,0
312100100,7,0,0,0,0
312100100,5,0,0,0,0
312100100,2,0,0,0,1
312100100,1,0,0,0,1
312100100,6,0,0,0,1
312100100,3,0,0,0,1
312100100,4,0,0,0,1
312100100,0,0,0,0,1
312100100,7,0,0,0,1
312100100,5,0,0,0,1
312100001,2,0,0,0,0
312100001,1,0,0,0,0
312100001,6,0,0,0,0
312100001,3,0,0,0,0
312100001,4,0,0,0,0
312100001,0,0,0,0,0
312100001,7,0,0,0,0
312100001,5,0,0,0,0
312100001,2,0,0,0,1
312100001,1,0,0,0,1
312100001,6,0,0,0,1
312100001,3,0,0,0,1
312100001,4,0,0,0,1
312100001,0,0,0,0,1
312100001,7,0,0,0,1
312100001,5,0,0,0,1
312100002,2,0,0,0,0
312100002,1,0,0,0,0
312100002,6,0,0,0,0
312100002,3,0,0,0,0
312100002,4,0,0,0,0
312100002,0,0,0,0,0
312100002,7,0,0,0,0
312100002,5,0,0,0,0
312100002,2,0,0,0,1
312100002,1,0,0,0,1
312100002,6,0,0,0,1
312100002,3,0,0,0,1
312100002,4,0,0,0,1
312100002,0,0,0,0,1
312100002,7,0,0,0,1
312100002,5,0,0,0,1
311200000,5,0,0,0,0
311200000,2,0,0,0,0
311200000,6,0,0,0,0
311200000,3,0,0,0,0
311200000,4,0,0,0,0
311200000,1,0,0,0,0
311200000,0,0,0,0,0
311200000,5,0,0,0,1
311200000,2,0,0,0,1
311200000,6,0,0,0,1
311200000,3,0,0,0,1
311200000,4,0,0,0,1
311200000,1,0,0,0,1
311200000,0,0,0,0,1
311210000,2,0,0,0,0
311210000,1,0,0,0,0
311210000,6,0,0,0,0
311210000,3,0,0,0,0
311210000,4,0,0,0,0
311210000,0,0,0,0,0
311210000,7,0,0,0,0
311210000,5,0,0,0,0
311210000,2,0,0,0,1
311210000,1,0,0,0,1
311210000,6,0,0,0,1
311210000,3,0,0,0,1
311210000,4,0,0,0,1
311210000,0,0,0,0,1
311210000,7,0,0,0,1
311210000,5,0,0,0,1
311220000,2,0,0,0,0
311220000,1,0,0,0,0
311220000,6,0,0,0,0
311220000,3,0,0,0,0
311220000,4,0,0,0,0
311220000,0,0,0,0,0
311220000,7,0,0,0,0
311220000,5,0,0,0,0
311220000,2,0,0,0,1
311220000,1,0,0,0,1
311220000,6,0,0,0,1
311220000,3,0,0,0,1
311220000,4,0,0,0,1
311220000,0,0,0,0,1
311220000,7,0,0,0,1
311220000,5,0,0,0,1
311230000,2,0,0,0,0
311230000,1,0,0,0,0
311230000,6,0,0,0,0
311230000,3,0,0,0,0
311230000,4,0,0,0,0
311230000,0,0,0,0,0
311230000,7,0,0,0,0
311230000,5,0,0,0,0
311230000,2,0,0,0,1
311230000,1,0,0,0,1
311230000,6,0,0,0,1
311230000,3,0,0,0,1
311230000,4,0,0,0,1
311230000,0,0,0,0,1
311230000,7,0,0,0,1
311230000,5,0,0,0,1
311200010,2,0,0,0,0
311200010,1,0,0,0,0
311200010,6,0,0,0,0
311200010,3,0,0,0,0
311200010,4,0,0,0,0
311200010,0,0,0,0,0
311200010,7,0,0,0,0
311200010,5,0,0,0,0
311200010,2,0,0,0,1
311200010,1,0,0,0,1
311200010,6,0,0,0,1
311200010,3,0,0,0,1
311200010,4,0,0,0,1
311200010,0,0,0,0,1
311200010,7,0,0,0,1
311200010,5,0,0,0,1
311200020,2,0,0,0,0
311200020,1,0,0,0,0
311200020,6,0,0,0,0
311200020,3,0,0,0,0
311200020,4,0,0,0,0
311200020,0,0,0,0,0
311200020,7,0,0,0,0
311200020,5,0,0,0,0
311200020,2,0,0,0,1
311200020,1,0,0,0,1
311200020,6,0,0,0,1
311200020,3,0,0,0,1
311200020,4,0,0,0,1
311200020,0,0,0,0,1
311200020,7,0,0,0,1
311200020,5,0,0,0,1
311201000,2,0,0,0,0
311201000,1,0,0,0,0
311201000,6,0,0,0,0
311201000,3,0,0,0,0
311201000,4,0,0,0,0
311201000,0,0,0,0,0
311201000,7,0,0,0,0
311201000,5,0,0,0,0
311201000,2,0,0,0,1
311201000,1,0,0,0,1
311201000,6,0,0,0,1
311201000,3,0,0,0,1
311201000,4,0,0,0,1
311201000,0,0,0,0,1
311201000,7,0,0,0,1
311201000,5,0,0,0,1
311202000,2,0,0,0,0
311202000,1,0,0,0,0
311202000,6,0,0,0,0
311202000,3,0,0,0,0
311202000,4,0,0,0,0
311202000,0,0,0,0,0
311202000,7,0,0,0,0
311202000,5,0,0,0,0
311202000,2,0,0,0,1
311202000,1,0,0,0,1
311202000,6,0,0,0,1
311202000,3,0,0,0,1
311202000,4,0,0,0,1
311202000,0,0,0,0,1
311202000,7,0,0,0,1
311202000,5,0,0,0,1
311200100,2,0,0,0,0
311200100,1,0,0,0,0
311200100,6,0,0,0,0
311200100,3,0,0,0,0
311200100,4,0,0,0,0
311200100,0,0,0,0,0
311200100,7,0,0,0,0
311200100,5,0,0,0,0
311200100,2,0,0,0,1
311200100,1,0,0,0,1
311200100,6,0,0,0,1
311200100,3,0,0,0,1
311200100,4,0,0,0,1
311200100,0,0,0,0,1
311200100,7,0,0,0,1
311200100,5,0,0,0,1
311200001,2,0,0,0,0
311200001,1,0,0,0,0
311200001,6,0,0,0,0
311200001,3,0,0,0,0
311200001,4,0,0,0,0
311200001,0,0,0,0,0
311200001,7,0,0,0,0
311200001,5,0,0,0,0
311200001,2,0,0,0,1
311200001,1,0,0,0,1
311200001,6,0,0,0,1
311200001,3,0,0,0,1
311200001,4,0,0,0,1
311200001,0,0,0,0,1
311200001,7,0,0,0,1
311200001,5,0,0,0,1
311200002,2,0,0,0,0
311200002,1,0,0,0,0
311200002,6,0,0,0,0
311200002,3,0,0,0,0
311200002,4,0,0,0,0
311200002,0,0,0,0,0
311200002,7,0,0,0,0
311200002,5,0,0,0,0
311200002,2,0,0,0,1
311200002,1,0,0,0,1
311200002,6,0,0,0,1
311200002,3,0,0,0,1
311200002,4,0,0,0,1
311200002,0,0,0,0,1
311200002,7,0,0,0,1
311200002,5,0,0,0,1
312200000,5,0,0,0,0
312200000,2,0,0,0,0
312200000,6,0,0,0,0
312200000,3,0,0,0,0
312200000,4,0,0,0,0
312200000,1,0,0,0,0
312200000,0,0,0,0,0
312200000,5,0,0,0,1
312200000,2,0,0,0,1
312200000,6,0,0,0,1
312200000,3,0,0,0,1
312200000,4,0,0,0,1
312200000,1,0,0,0,1
312200000,0,0,0,0,1
312210000,2,0,0,0,0
312210000,1,0,0,0,0
312210000,6,0,0,0,0
312210000,3,0,0,0,0
312210000,4,0,0,0,0
312210000,0,0,0,0,0
312210000,7,0,0,0,0
312210000,5,0,0,0,0
312210000,2,0,0,0,1
312210000,1,0,0,0,1
312210000,6,0,0,0,1
312210000,3,0,0,0,1
312210000,4,0,0,0,1
312210000,0,0,0,0,1
312210000,7,0,0,0,1
312210000,5,0,0,0,1
312220000,2,0,0,0,0
312220000,1,0,0,0,0
312220000,6,0,0,0,0
312220000,3,0,0,0,0
312220000,4,0,0,0,0
312220000,0,0,0,0,0
312220000,7,0,0,0,0
312220000,5,0,0,0,0
312220000,2,0,0,0,1
312220000,1,0,0,0,1
312220000,6,0,0,0,1
312220000,3,0,0,0,1
312220000,4,0,0,0,1
312220000,0,0,0,0,1
312220000,7,0,0,0,1
312220000,5,0,0,0,1
312230000,2,0,0,0,0
312230000,1,0,0,0,0
312230000,6,0,0,0,0
312230000,3,0,0,0,0
312230000,4,0,0,0,0
312230000,0,0,0,0,0
312230000,7,0,0,0,0
312230000,5,0,0,0,0
312230000,2,0,0,0,1
312230000,1,0,0,0,1
312230000,6,0,0,0,1
312230000,3,0,0,0,1
312230000,4,0,0,0,1
312230000,0,0,0,0,1
312230000,7,0,0,0,1
312230000,5,0,0,0,1
312200010,2,0,0,0,0
312200010,1,0,0,0,0
312200010,6,0,0,0,0
312200010,3,0,0,0,0
312200010,4,0,0,0,0
312200010,0,0,0,0,0
312200010,7,0,0,0,0
312200010,5,0,0,0,0
312200010,2,0,0,0,1
312200010,1,0,0,0,1
312200010,6,0,0,0,1
312200010,3,0,0,0,1
312200010,4,0,0,0,1
312200010,0,0,0,0,1
312200010,7,0,0,0,1
312200010,5,0,0,0,1
312200020,2,0,0,0,0
312200020,1,0,0,0,0
312200020,6,0,0,0,0
312200020,3,0,0,0,0
312200020,4,0,0,0,0
312200020,0,0,0,0,0
312200020,7,0,0,0,0
312200020,5,0,0,0,0
312200020,2,0,0,0,1
312200020,1,0,0,0,1
312200020,6,0,0,0,1
312200020,3,0,0,0,1
312200020,4,0,0,0,1
312200020,0,0,0,0,1
312200020,7,0,0,0,1
312200020,5,0,0,0,1
312201000,2,0,0,0,0
312201000,1,0,0,0,0
312201000,6,0,0,0,0
312201000,3,0,0,0,0
312201000,4,0,0,0,0
312201000,0,0,0,0,0
312201000,7,0,0,0,0
312201000,5,0,0,0,0
312201000,2,0,0,0,1
312201000,1,0,0,0,1
312201000,6,0,0,0,1
312201000,3,0,0,0,1
312201000,4,0,0,0,1
312201000,0,0,0,0,1
312201000,7,0,0,0,1
312201000,5,0,0,0,1
312202000,2,0,0,0,0
312202000,1,0,0,0,0
312202000,6,0,0,0,0
312202000,3,0,0,0,0
312202000,4,0,0,0,0
312202000,0,0,0,0,0
312202000,7,0,0,0,0
312202000,5,0,0,0,0
312202000,2,0,0,0,1
312202000,1,0,0,0,1
312202000,6,0,0,0,1
312202000,3,0,0,0,1
312202000,4,0,0,0,1
312202000,0,0,0,0,1
312202000,7,0,0,0,1
312202000,5,0,0,0,1
312200100,2,0,0,0,0
312200100,1,0,0,0,0
312200100,6,0,0,0,0
312200100,3,0,0,0,0
312200100,4,0,0,0,0
312200100,0,0,0,0,0
312200100,7,0,0,0,0
312200100,5,0,0,0,0
312200100,2,0,0,0,1
312200100,1,0,0,0,1
312200100,6,0,0,0,1
312200100,3,0,0,0,1
312200100,4,0,0,0,1
312200100,0,0,0,0,1
312200100,7,0,0,0,1
312200100,5,0,0,0,1
312200001,2,0,0,0,0
312200001,1,0,0,0,0
312200001,6,0,0,0,0
312200001,3,0,0,0,0
312200001,4,0,0,0,0
312200001,0,0,0,0,0
312200001,7,0,0,0,0
312200001,5,0,0,0,0
312200001,2,0,0,0,1
312200001,1,0,0,0,1
312200001,6,0,0,0,1
312200001,3,0,0,0,1
312200001,4,0,0,0,1
312200001,0,0,0,0,1
312200001,7,0,0,0,1
312200001,5,0,0,0,1
312200002,2,0,0,0,0
312200002,1,0,0,0,0
312200002,6,0,0,0,0
312200002,3,0,0,0,0
312200002,4,0,0,0,0
312200002,0,0,0,0,0
312200002,7,0,0,0,0
312200002,5,0,0,0,0
312200002,2,0,0,0,1
312200002,1,0,0,0,1
312200002,6,0,0,0,1
312200002,3,0,0,0,1
312200002,4,0,0,0,1
312200002,0,0,0,0,1
312200002,7,0,0,0,1
312200002,5,0,0,0,1
321100000,5,0,0,0,0
321100000,2,0,0,0,0
321100000,6,0,0,0,0
321100000,3,0,0,0,0
321100000,4,0,0,0,0
321100000,1,0,0,0,0
321100000,0,0,0,0,0
321100000,5,0,0,0,1
321100000,2,0,0,0,1
321100000,6,0,0,0,1
321100000,3,0,0,0,1
321100000,4,0,0,0,1
321100000,1,0,0,0,1
321100000,0,0,0,0,1
321110000,2,0,0,0,0
321110000,1,0,0,0,0
321110000,6,0,0,0,0
321110000,3,0,0,0,0
321110000,4,0,0,0,0
321110000,0,0,0,0,0
321110000,7,0,0,0,0
321110000,5,0,0,0,0
321110000,2,0,0,0,1
321110000,1,0,0,0,1
321110000,6,0,0,0,1
321110000,3,0,0,0,1
321110000,4,0,0,0,1
321110000,0,0,0,0,1
321110000,7,0,0,0,1
321110000,5,0,0,0,1
321120000,2,0,0,0,0
321120000,1,0,0,0,0
321120000,6,0,0,0,0
321120000,3,0,0,0,0
321120000,4,0,0,0,0
321120000,0,0,0,0,0
321120000,7,0,0,0,0
321120000,5,0,0,0,0
321120000,2,0,0,0,1
321120000,1,0,0,0,1
321120000,6,0,0,0,1
321120000,3,0,0,0,1
321120000,4,0,0,0,1
321120000,0,0,0,0,1
321120000,7,0,0,0,1
321120000,5,0,0,0,1
321130000,2,0,0,0,0
321130000,1,0,0,0,0
321130000,6,0,0,0,0
321130000,3,0,0,0,0
321130000,4,0,0,0,0
321130000,0,0,0,0,0
321130000,7,0,0,0,0
321130000,5,0,0,0,0
321130000,2,0,0,0,1
321130000,1,0,0,0,1
321130000,6,0,0,0,1
321130000,3,0,0,0,1
321130000,4,0,0,0,1
321130000,0,0,0,0,1
321130000,7,0,0,0,1
321130000,5,0,0,0,1
321100010,2,0,0,0,0
321100010,1,0,0,0,0
321100010,6,0,0,0,0
321100010,3,0,0,0,0
321100010,4,0,0,0,0
321100010,0,0,0,0,0
321100010,7,0,0,0,0
321100010,5,0,0,0,0
321100010,2,0,0,0,1
321100010,1,0,0,0,1
321100010,6,0,0,0,1
321100010,3,0,0,0,1
321100010,4,0,0,0,1
321100010,0,0,0,0,1
321100010,7,0,0,0,1
321100010,5,0,0,0,1
321100020,2,0,0,0,0
321100020,1,0,0,0,0
321100020,6,0,0,0,0
321100020,3,0,0,0,0
321100020,4,0,0,0,0
321100020,0,0,0,0,0
321100020,7,0,0,0,0
321100020,5,0,0,0,0
321100020,2,0,0,0,1
321100020,1,0,0,0,1
321100020,6,0,0,0,1
321100020,3,0,0,0,1
321100020,4,0,0,0,1
321100020,0,0,0,0,1
321100020,7,0,0,0,1
321100020,5,0,0,0,1
321101000,2,0,0,0,0
321101000,1,0,0,0,0
321101000,6,0,0,0,0
321101000,3,0,0,0,0
321101000,4,0,0,0,0
321101000,0,0,0,0,0
321101000,7,0,0,0,0
321101000,5,0,0,0,0
321101000,2,0,0,0,1
321101000,1,0,0,0,1
321101000,6,0,0,0,1
321101000,3,0,0,0,1
321101000,4,0,0,0,1
321101000,0,0,0,0,1
321101000,7,0,0,0,1
321101000,5,0,0,0,1
321102000,2,0,0,0,0
321102000,1,0,0,0,0
321102000,6,0,0,0,0
321102000,3,0,0,0,0
321102000,4,0,0,0,0
321102000,0,0,0,0,0
321102000,7,0,0,0,0
321102000,5,0,0,0,0
321102000,2,0,0,0,1
321102000,1,0,0,0,1
321102000,6,0,0,0,1
321102000,3,0,0,0,1
321102000,4,0,0,0,1
321102000,0,0,0,0,1
321102000,7,0,0,0,1
321102000,5,0,0,0,1
321100100,2,0,0,0,0
321100100,1,0,0,0,0
321100100,6,0,0,0,0
321100100,3,0,0,0,0
321100100,4,0,0,0,0
321100100,0,0,0,0,0
321100100,7,0,0,0,0
321100100,5,0,0,0,0
321100100,2,0,0,0,1
321100100,1,0,0,0,1
321100100,6,0,0,0,1
321100100,3,0,0,0,1
321100100,4,0,0,0,1
321100100,0,0,0,0,1
321100100,7,0,0,0,1
321100100,5,0,0,0,1
321100001,2,0,0,0,0
321100001,1,0,0,0,0
321100001,6,0,0,0,0
321100001,3,0,0,0,0
321100001,4,0,0,0,0
321100001,0,0,0,0,0
321100001,7,0,0,0,0
321100001,5,0,0,0,0
321100001,2,0,0,0,1
321100001,1,0,0,0,1
321100001,6,0,0,0,1
321100001,3,0,0,0,1
321100001,4,0,0,0,1
321100001,0,0,0,0,1
321100001,7,0,0,0,1
321100001,5,0,0,0,1
321100002,2,0,0,0,0
321100002,1,0,0,0,0
321100002,6,0,0,0,0
321100002,3,0,0,0,0
321100002,4,0,0,0,0
321100002,0,0,0,0,0
321100002,7,0,0,0,0
321100002,5,0,0,0,0
321100002,2,0,0,0,1
321100002,1,0,0,0,1
321100002,6,0,0,0,1
321100002,3,0,0,0,1
321100002,4,0,0,0,1
321100002,0,0,0,0,1
321100002,7,0,0,0,1
321100002,5,0,0,0,1
322100000,5,0,0,0,0
322100000,2,0,0,0,0
322100000,6,0,0,0,0
322100000,3,0,0,0,0
322100000,4,0,0,0,0
322100000,1,0,0,0,0
322100000,0,0,0,0,0
322100000,5,0,0,0,1
322100000,2,0,0,0,1
322100000,6,0,0,0,1
322100000,3,0,0,0,1
322100000,4,0,0,0,1
322100000,1,0,0,0,1
322100000,0,0,0,0,1
322110000,2,0,0,0,0
322110000,1,0,0,0,0
322110000,6,0,0,0,0
322110000,3,0,0,0,0
322110000,4,0,0,0,0
322110000,0,0,0,0,0
322110000,7,0,0,0,0
322110000,5,0,0,0,0
322110000,2,0,0,0,1
322110000,1,0,0,0,1
322110000,6,0,0,0,1
322110000,3,0,0,0,1
322110000,4,0,0,0,1
322110000,0,0,0,0,1
322110000,7,0,0,0,1
322110000,5,0,0,0,1
322120000,2,0,0,0,0
322120000,1,0,0,0,0
322120000,6,0,0,0,0
322120000,3,0,0,0,0
322120000,4,0,0,0,0
322120000,0,0,0,0,0
322120000,7,0,0,0,0
322120000,5,0,0,0,0
322120000,2,0,0,0,1
322120000,1,0,0,0,1
322120000,6,0,0,0,1
322120000,3,0,0,0,1
322120000,4,0,0,0,1
322120000,0,0,0,0,1
322120000,7,0,0,0,1
322120000,5,0,0,0,1
322130000,2,0,0,0,0
322130000,1,0,0,0,0
322130000,6,0,0,0,0
322130000,3,0,0,0,0
322130000,4,0,0,0,0
322130000,0,0,0,0,0
322130000,7,0,0,0,0
322130000,5,0,0,0,0
322130000,2,0,0,0,1
322130000,1,0,0,0,1
322130000,6,0,0,0,1
322130000,3,0,0,0,1
322130000,4,0,0,0,1
322130000,0,0,0,0,1
322130000,7,0,0,0,1
322130000,5,0,0,0,1
322100010,2,0,0,0,0
322100010,1,0,0,0,0
322100010,6,0,0,0,0
322100010,3,0,0,0,0
322100010,4,0,0,0,0
322100010,0,0,0,0,0
322100010,7,0,0,0,0
322100010,5,0,0,0,0
322100010,2,0,0,0,1
322100010,1,0,0,0,1
322100010,6,0,0,0,1
322100010,3,0,0,0,1
322100010,4,0,0,0,1
322100010,0,0,0,0,1
322100010,7,0,0,0,1
322100010,5,0,0,0,1
322100020,2,0,0,0,0
322100020,1,0,0,0,0
322100020,6,0,0,0,0
322100020,3,0,0,0,0
322100020,4,0,0,0,0
322100020,0,0,0,0,0
322100020,7,0,0,0,0
322100020,5,0,0,0,0
322100020,2,0,0,0,1
322100020,1,0,0,0,1
322100020,6,0,0,0,1
322100020,3,0,0,0,1
322100020,4,0,0,0,1
322100020,0,0,0,0,1
322100020,7,0,0,0,1
322100020,5,0,0,0,1
322101000,2,0,0,0,0
322101000,1,0,0,0,0
322101000,6,0,0,0,0
322101000,3,0,0,0,0
322101000,4,0,0,0,0
322101000,0,0,0,0,0
322101000,7,0,0,0,0
322101000,5,0,0,0,0
322101000,2,0,0,0,1
322101000,1,0,0,0,1
322101000,6,0,0,0,1
322101000,3,0,0,0,1
322101000,4,0,0,0,1
322101000,0,0,0,0,1
322101000,7,0,0,0,1
322101000,5,0,0,0,1
322102000,2,0,0,0,0
322102000,1,0,0,0,0
322102000,6,0,0,0,0
322102000,3,0,0,0,0
322102000,4,0,0,0,0
322102000,0,0,0,0,0
322102000,7,0,0,0,0
322102000,5,0,0,0,0
322102000,2,0,0,0,1
322102000,1,0,0,0,1
322102000,6,0,0,0,1
322102000,3,0,0,0,1
